Time,02PLENUM:VOID:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02PLENUM:VOID:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02PLENUM:VOID:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02PLENUM:VOID:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXNEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXNEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXNEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXNEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXMEETXSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXMEETXSSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSSEXLED::Des Sens Cool Load [W],02FFE:OFFICEXMEETXSSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSSEXLED::Des Cool Mass Flow [kg/s],02FFE:OFFICEXNE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXNE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXNE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXNE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXN:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXN:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXN:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXN:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXMEETXSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s]
04:57:00,3.236426E+05,0.000000E+00,1.826315E+01,0.000000E+00,4.182238E+03,0.000000E+00,2.372397E-01,0.000000E+00,5.467495E+04,0.000000E+00,3.101459E+00,0.000000E+00,5.708404E+03,0.000000E+00,3.238304E-01,0.000000E+00,3.320863E+03,0.000000E+00,1.884043E-01,0.000000E+00,1.326706E+03,0.000000E+00,7.526784E-02,0.000000E+00,8.337584E+03,0.000000E+00,4.729691E-01,0.000000E+00,2.908227E+04,0.000000E+00,1.649694E+00,0.000000E+00,1.321814E+03,0.000000E+00,7.507068E-02,0.000000E+00
05:00:00,3.236432E+05,0.000000E+00,1.826319E+01,0.000000E+00,4.182242E+03,0.000000E+00,2.372400E-01,0.000000E+00,5.467506E+04,0.000000E+00,3.101465E+00,0.000000E+00,5.708415E+03,0.000000E+00,3.238311E-01,0.000000E+00,3.320870E+03,0.000000E+00,1.884047E-01,0.000000E+00,1.326709E+03,0.000000E+00,7.526800E-02,0.000000E+00,8.337600E+03,0.000000E+00,4.729700E-01,0.000000E+00,2.908232E+04,0.000000E+00,1.649697E+00,0.000000E+00,1.321819E+03,0.000000E+00,7.507096E-02,0.000000E+00
05:03:00,3.236439E+05,0.000000E+00,1.826322E+01,0.000000E+00,4.182247E+03,0.000000E+00,2.372402E-01,0.000000E+00,5.467517E+04,0.000000E+00,3.101471E+00,0.000000E+00,5.708427E+03,0.000000E+00,3.238317E-01,0.000000E+00,3.320877E+03,0.000000E+00,1.884051E-01,0.000000E+00,1.326712E+03,0.000000E+00,7.526817E-02,0.000000E+00,8.337617E+03,0.000000E+00,4.729709E-01,0.000000E+00,2.908237E+04,0.000000E+00,1.649700E+00,0.000000E+00,1.321824E+03,0.000000E+00,7.507124E-02,0.000000E+00
05:06:00,3.236445E+05,0.000000E+00,1.826326E+01,0.000000E+00,4.182252E+03,0.000000E+00,2.372405E-01,0.000000E+00,5.467528E+04,0.000000E+00,3.101477E+00,0.000000E+00,5.708439E+03,0.000000E+00,3.238324E-01,0.000000E+00,3.320884E+03,0.000000E+00,1.884055E-01,0.000000E+00,1.326715E+03,0.000000E+00,7.526833E-02,0.000000E+00,8.337633E+03,0.000000E+00,4.729718E-01,0.000000E+00,2.908242E+04,0.000000E+00,1.649702E+00,0.000000E+00,1.321829E+03,0.000000E+00,7.507152E-02,0.000000E+00
05:09:00,3.236452E+05,0.000000E+00,1.826329E+01,0.000000E+00,4.182256E+03,0.000000E+00,2.372408E-01,0.000000E+00,5.467538E+04,0.000000E+00,3.101483E+00,0.000000E+00,5.708450E+03,0.000000E+00,3.238330E-01,0.000000E+00,3.320891E+03,0.000000E+00,1.884059E-01,0.000000E+00,1.326717E+03,0.000000E+00,7.526849E-02,0.000000E+00,8.337649E+03,0.000000E+00,4.729727E-01,0.000000E+00,2.908247E+04,0.000000E+00,1.649705E+00,0.000000E+00,1.321834E+03,0.000000E+00,7.507180E-02,0.000000E+00
05:12:00,3.236458E+05,0.000000E+00,1.826333E+01,0.000000E+00,4.182261E+03,0.000000E+00,2.372410E-01,0.000000E+00,5.467549E+04,0.000000E+00,3.101489E+00,0.000000E+00,5.708462E+03,0.000000E+00,3.238337E-01,0.000000E+00,3.320898E+03,0.000000E+00,1.884063E-01,0.000000E+00,1.326720E+03,0.000000E+00,7.526865E-02,0.000000E+00,8.337665E+03,0.000000E+00,4.729736E-01,0.000000E+00,2.908252E+04,0.000000E+00,1.649708E+00,0.000000E+00,1.321838E+03,0.000000E+00,7.507208E-02,0.000000E+00
05:15:00,3.236464E+05,0.000000E+00,1.826337E+01,0.000000E+00,4.182266E+03,0.000000E+00,2.372413E-01,0.000000E+00,5.467560E+04,0.000000E+00,3.101495E+00,0.000000E+00,5.708473E+03,0.000000E+00,3.238344E-01,0.000000E+00,3.320906E+03,0.000000E+00,1.884067E-01,0.000000E+00,1.326723E+03,0.000000E+00,7.526882E-02,0.000000E+00,8.337681E+03,0.000000E+00,4.729745E-01,0.000000E+00,2.908257E+04,0.000000E+00,1.649711E+00,0.000000E+00,1.321843E+03,0.000000E+00,7.507236E-02,0.000000E+00
05:18:00,3.236471E+05,0.000000E+00,1.826340E+01,0.000000E+00,4.182270E+03,0.000000E+00,2.372416E-01,0.000000E+00,5.467570E+04,0.000000E+00,3.101501E+00,0.000000E+00,5.708485E+03,0.000000E+00,3.238350E-01,0.000000E+00,3.320913E+03,0.000000E+00,1.884071E-01,0.000000E+00,1.326726E+03,0.000000E+00,7.526898E-02,0.000000E+00,8.337697E+03,0.000000E+00,4.729754E-01,0.000000E+00,2.908262E+04,0.000000E+00,1.649714E+00,0.000000E+00,1.321848E+03,0.000000E+00,7.507264E-02,0.000000E+00
05:21:00,3.236477E+05,0.000000E+00,1.826344E+01,0.000000E+00,4.182275E+03,0.000000E+00,2.372418E-01,0.000000E+00,5.467581E+04,0.000000E+00,3.101507E+00,0.000000E+00,5.708496E+03,0.000000E+00,3.238357E-01,0.000000E+00,3.320920E+03,0.000000E+00,1.884075E-01,0.000000E+00,1.326729E+03,0.000000E+00,7.526914E-02,0.000000E+00,8.337713E+03,0.000000E+00,4.729763E-01,0.000000E+00,2.908267E+04,0.000000E+00,1.649717E+00,0.000000E+00,1.321853E+03,0.000000E+00,7.507291E-02,0.000000E+00
05:24:00,3.236484E+05,0.000000E+00,1.826347E+01,0.000000E+00,4.182280E+03,0.000000E+00,2.372421E-01,0.000000E+00,5.467592E+04,0.000000E+00,3.101513E+00,0.000000E+00,5.708508E+03,0.000000E+00,3.238363E-01,0.000000E+00,3.320927E+03,0.000000E+00,1.884079E-01,0.000000E+00,1.326732E+03,0.000000E+00,7.526931E-02,0.000000E+00,8.337729E+03,0.000000E+00,4.729772E-01,0.000000E+00,2.908272E+04,0.000000E+00,1.649719E+00,0.000000E+00,1.321858E+03,0.000000E+00,7.507319E-02,0.000000E+00
05:27:00,3.236490E+05,0.000000E+00,1.826351E+01,0.000000E+00,4.182284E+03,0.000000E+00,2.372423E-01,0.000000E+00,5.467603E+04,0.000000E+00,3.101519E+00,0.000000E+00,5.708519E+03,0.000000E+00,3.238370E-01,0.000000E+00,3.320934E+03,0.000000E+00,1.884084E-01,0.000000E+00,1.326735E+03,0.000000E+00,7.526947E-02,0.000000E+00,8.337745E+03,0.000000E+00,4.729782E-01,0.000000E+00,2.908277E+04,0.000000E+00,1.649722E+00,0.000000E+00,1.321863E+03,0.000000E+00,7.507347E-02,0.000000E+00
05:30:00,3.236496E+05,0.000000E+00,1.826355E+01,0.000000E+00,4.182289E+03,0.000000E+00,2.372426E-01,0.000000E+00,5.467613E+04,0.000000E+00,3.101525E+00,0.000000E+00,5.708531E+03,0.000000E+00,3.238376E-01,0.000000E+00,3.320941E+03,0.000000E+00,1.884088E-01,0.000000E+00,1.326738E+03,0.000000E+00,7.526963E-02,0.000000E+00,8.337760E+03,0.000000E+00,4.729791E-01,0.000000E+00,2.908282E+04,0.000000E+00,1.649725E+00,0.000000E+00,1.321868E+03,0.000000E+00,7.507375E-02,0.000000E+00
05:33:00,3.236503E+05,0.000000E+00,1.826358E+01,0.000000E+00,4.182294E+03,0.000000E+00,2.372429E-01,0.000000E+00,5.467624E+04,0.000000E+00,3.101531E+00,0.000000E+00,5.708543E+03,0.000000E+00,3.238383E-01,0.000000E+00,3.320949E+03,0.000000E+00,1.884092E-01,0.000000E+00,1.326740E+03,0.000000E+00,7.526979E-02,0.000000E+00,8.337776E+03,0.000000E+00,4.729800E-01,0.000000E+00,2.908287E+04,0.000000E+00,1.649728E+00,0.000000E+00,1.321873E+03,0.000000E+00,7.507402E-02,0.000000E+00
05:36:00,3.236509E+05,0.000000E+00,1.826362E+01,0.000000E+00,4.182298E+03,0.000000E+00,2.372431E-01,0.000000E+00,5.467635E+04,0.000000E+00,3.101538E+00,0.000000E+00,5.708554E+03,0.000000E+00,3.238389E-01,0.000000E+00,3.320956E+03,0.000000E+00,1.884096E-01,0.000000E+00,1.326743E+03,0.000000E+00,7.526995E-02,0.000000E+00,8.337792E+03,0.000000E+00,4.729809E-01,0.000000E+00,2.908292E+04,0.000000E+00,1.649731E+00,0.000000E+00,1.321878E+03,0.000000E+00,7.507430E-02,0.000000E+00
05:39:00,3.236516E+05,0.000000E+00,1.826365E+01,0.000000E+00,4.182303E+03,0.000000E+00,2.372434E-01,0.000000E+00,5.467645E+04,0.000000E+00,3.101544E+00,0.000000E+00,5.708566E+03,0.000000E+00,3.238396E-01,0.000000E+00,3.320963E+03,0.000000E+00,1.884100E-01,0.000000E+00,1.326746E+03,0.000000E+00,7.527012E-02,0.000000E+00,8.337808E+03,0.000000E+00,4.729818E-01,0.000000E+00,2.908297E+04,0.000000E+00,1.649733E+00,0.000000E+00,1.321883E+03,0.000000E+00,7.507458E-02,0.000000E+00
05:42:00,3.236522E+05,0.000000E+00,1.826369E+01,0.000000E+00,4.182308E+03,0.000000E+00,2.372437E-01,0.000000E+00,5.467656E+04,0.000000E+00,3.101550E+00,0.000000E+00,5.708577E+03,0.000000E+00,3.238402E-01,0.000000E+00,3.320970E+03,0.000000E+00,1.884104E-01,0.000000E+00,1.326749E+03,0.000000E+00,7.527028E-02,0.000000E+00,8.337824E+03,0.000000E+00,4.729827E-01,0.000000E+00,2.908302E+04,0.000000E+00,1.649736E+00,0.000000E+00,1.321887E+03,0.000000E+00,7.507486E-02,0.000000E+00
05:45:00,3.236528E+05,0.000000E+00,1.826372E+01,0.000000E+00,4.182312E+03,0.000000E+00,2.372439E-01,0.000000E+00,5.467667E+04,0.000000E+00,3.101556E+00,0.000000E+00,5.708588E+03,0.000000E+00,3.238409E-01,0.000000E+00,3.320977E+03,0.000000E+00,1.884108E-01,0.000000E+00,1.326752E+03,0.000000E+00,7.527044E-02,0.000000E+00,8.337840E+03,0.000000E+00,4.729836E-01,0.000000E+00,2.908307E+04,0.000000E+00,1.649739E+00,0.000000E+00,1.321892E+03,0.000000E+00,7.507513E-02,0.000000E+00
05:48:00,3.236535E+05,0.000000E+00,1.826376E+01,0.000000E+00,4.182317E+03,0.000000E+00,2.372442E-01,0.000000E+00,5.467677E+04,0.000000E+00,3.101562E+00,0.000000E+00,5.708600E+03,0.000000E+00,3.238415E-01,0.000000E+00,3.320984E+03,0.000000E+00,1.884112E-01,0.000000E+00,1.326755E+03,0.000000E+00,7.527060E-02,0.000000E+00,8.337856E+03,0.000000E+00,4.729845E-01,0.000000E+00,2.908311E+04,0.000000E+00,1.649742E+00,0.000000E+00,1.321897E+03,0.000000E+00,7.507541E-02,0.000000E+00
05:51:00,3.236541E+05,0.000000E+00,1.826380E+01,0.000000E+00,4.182322E+03,0.000000E+00,2.372445E-01,0.000000E+00,5.467688E+04,0.000000E+00,3.101568E+00,0.000000E+00,5.708611E+03,0.000000E+00,3.238422E-01,0.000000E+00,3.320991E+03,0.000000E+00,1.884116E-01,0.000000E+00,1.326757E+03,0.000000E+00,7.527076E-02,0.000000E+00,8.337872E+03,0.000000E+00,4.729854E-01,0.000000E+00,2.908316E+04,0.000000E+00,1.649744E+00,0.000000E+00,1.321902E+03,0.000000E+00,7.507568E-02,0.000000E+00
05:54:00,3.236547E+05,0.000000E+00,1.826383E+01,0.000000E+00,4.182326E+03,0.000000E+00,2.372447E-01,0.000000E+00,5.467699E+04,0.000000E+00,3.101574E+00,0.000000E+00,5.708623E+03,0.000000E+00,3.238428E-01,0.000000E+00,3.320998E+03,0.000000E+00,1.884120E-01,0.000000E+00,1.326760E+03,0.000000E+00,7.527092E-02,0.000000E+00,8.337888E+03,0.000000E+00,4.729863E-01,0.000000E+00,2.908321E+04,0.000000E+00,1.649747E+00,0.000000E+00,1.321907E+03,0.000000E+00,7.507596E-02,0.000000E+00
05:57:00,3.236554E+05,0.000000E+00,1.826387E+01,0.000000E+00,4.182331E+03,0.000000E+00,2.372450E-01,0.000000E+00,5.467709E+04,0.000000E+00,3.101580E+00,0.000000E+00,5.708634E+03,0.000000E+00,3.238435E-01,0.000000E+00,3.321005E+03,0.000000E+00,1.884124E-01,0.000000E+00,1.326763E+03,0.000000E+00,7.527108E-02,0.000000E+00,8.337903E+03,0.000000E+00,4.729872E-01,0.000000E+00,2.908326E+04,0.000000E+00,1.649750E+00,0.000000E+00,1.321912E+03,0.000000E+00,7.507624E-02,0.000000E+00
06:00:00,3.236560E+05,0.000000E+00,1.826390E+01,0.000000E+00,4.182335E+03,0.000000E+00,2.372452E-01,0.000000E+00,5.467720E+04,0.000000E+00,3.101586E+00,0.000000E+00,5.708646E+03,0.000000E+00,3.238441E-01,0.000000E+00,3.321013E+03,0.000000E+00,1.884128E-01,0.000000E+00,1.326766E+03,0.000000E+00,7.527125E-02,0.000000E+00,8.337919E+03,0.000000E+00,4.729881E-01,0.000000E+00,2.908331E+04,0.000000E+00,1.649753E+00,0.000000E+00,1.321917E+03,0.000000E+00,7.507651E-02,0.000000E+00
06:03:00,3.236566E+05,0.000000E+00,1.826394E+01,0.000000E+00,4.182340E+03,0.000000E+00,2.372455E-01,0.000000E+00,5.467730E+04,0.000000E+00,3.101592E+00,0.000000E+00,5.708657E+03,0.000000E+00,3.238448E-01,0.000000E+00,3.321020E+03,0.000000E+00,1.884132E-01,0.000000E+00,1.326769E+03,0.000000E+00,7.527141E-02,0.000000E+00,8.337935E+03,0.000000E+00,4.729889E-01,0.000000E+00,2.908336E+04,0.000000E+00,1.649756E+00,0.000000E+00,1.321921E+03,0.000000E+00,7.507679E-02,0.000000E+00
06:06:00,3.236573E+05,0.000000E+00,1.826397E+01,0.000000E+00,4.182345E+03,0.000000E+00,2.372458E-01,0.000000E+00,5.467741E+04,0.000000E+00,3.101598E+00,0.000000E+00,5.708669E+03,0.000000E+00,3.238454E-01,0.000000E+00,3.321027E+03,0.000000E+00,1.884136E-01,0.000000E+00,1.326772E+03,0.000000E+00,7.527157E-02,0.000000E+00,8.337951E+03,0.000000E+00,4.729898E-01,0.000000E+00,2.908341E+04,0.000000E+00,1.649758E+00,0.000000E+00,1.321926E+03,0.000000E+00,7.507706E-02,0.000000E+00
06:09:00,3.236579E+05,0.000000E+00,1.826401E+01,0.000000E+00,4.182349E+03,0.000000E+00,2.372460E-01,0.000000E+00,5.467752E+04,0.000000E+00,3.101604E+00,0.000000E+00,5.708680E+03,0.000000E+00,3.238461E-01,0.000000E+00,3.321034E+03,0.000000E+00,1.884140E-01,0.000000E+00,1.326775E+03,0.000000E+00,7.527173E-02,0.000000E+00,8.337967E+03,0.000000E+00,4.729907E-01,0.000000E+00,2.908346E+04,0.000000E+00,1.649761E+00,0.000000E+00,1.321931E+03,0.000000E+00,7.507734E-02,0.000000E+00
06:12:00,3.236585E+05,0.000000E+00,1.826405E+01,0.000000E+00,4.182354E+03,0.000000E+00,2.372463E-01,0.000000E+00,5.467762E+04,0.000000E+00,3.101610E+00,0.000000E+00,5.708691E+03,0.000000E+00,3.238467E-01,0.000000E+00,3.321041E+03,0.000000E+00,1.884144E-01,0.000000E+00,1.326777E+03,0.000000E+00,7.527189E-02,0.000000E+00,8.337982E+03,0.000000E+00,4.729916E-01,0.000000E+00,2.908351E+04,0.000000E+00,1.649764E+00,0.000000E+00,1.321936E+03,0.000000E+00,7.507761E-02,0.000000E+00
06:15:00,3.236591E+05,0.000000E+00,1.826408E+01,0.000000E+00,4.182359E+03,0.000000E+00,2.372465E-01,0.000000E+00,5.467773E+04,0.000000E+00,3.101616E+00,0.000000E+00,5.708703E+03,0.000000E+00,3.238474E-01,0.000000E+00,3.321048E+03,0.000000E+00,1.884148E-01,0.000000E+00,1.326780E+03,0.000000E+00,7.527205E-02,0.000000E+00,8.337998E+03,0.000000E+00,4.729925E-01,0.000000E+00,2.908356E+04,0.000000E+00,1.649767E+00,0.000000E+00,1.321941E+03,0.000000E+00,7.507788E-02,0.000000E+00
06:18:00,3.236598E+05,0.000000E+00,1.826412E+01,0.000000E+00,4.182363E+03,0.000000E+00,2.372468E-01,0.000000E+00,5.467783E+04,0.000000E+00,3.101622E+00,0.000000E+00,5.708714E+03,0.000000E+00,3.238480E-01,0.000000E+00,3.321055E+03,0.000000E+00,1.884152E-01,0.000000E+00,1.326783E+03,0.000000E+00,7.527221E-02,0.000000E+00,8.338014E+03,0.000000E+00,4.729934E-01,0.000000E+00,2.908361E+04,0.000000E+00,1.649769E+00,0.000000E+00,1.321946E+03,0.000000E+00,7.507816E-02,0.000000E+00
06:21:00,3.236604E+05,0.000000E+00,1.826415E+01,0.000000E+00,4.182368E+03,0.000000E+00,2.372471E-01,0.000000E+00,5.467794E+04,0.000000E+00,3.101628E+00,0.000000E+00,5.708726E+03,0.000000E+00,3.238487E-01,0.000000E+00,3.321062E+03,0.000000E+00,1.884156E-01,0.000000E+00,1.326786E+03,0.000000E+00,7.527237E-02,0.000000E+00,8.338030E+03,0.000000E+00,4.729943E-01,0.000000E+00,2.908365E+04,0.000000E+00,1.649772E+00,0.000000E+00,1.321950E+03,0.000000E+00,7.507843E-02,0.000000E+00
06:24:00,3.236610E+05,0.000000E+00,1.826419E+01,0.000000E+00,4.182372E+03,0.000000E+00,2.372473E-01,0.000000E+00,5.467804E+04,0.000000E+00,3.101634E+00,0.000000E+00,5.708737E+03,0.000000E+00,3.238493E-01,0.000000E+00,3.321069E+03,0.000000E+00,1.884160E-01,0.000000E+00,1.326789E+03,0.000000E+00,7.527253E-02,0.000000E+00,8.338045E+03,0.000000E+00,4.729952E-01,0.000000E+00,2.908370E+04,0.000000E+00,1.649775E+00,0.000000E+00,1.321955E+03,0.000000E+00,7.507871E-02,0.000000E+00
06:27:00,3.236617E+05,0.000000E+00,1.826422E+01,0.000000E+00,4.182377E+03,0.000000E+00,2.372476E-01,0.000000E+00,5.467815E+04,0.000000E+00,3.101640E+00,0.000000E+00,5.708748E+03,0.000000E+00,3.238499E-01,0.000000E+00,3.321076E+03,0.000000E+00,1.884164E-01,0.000000E+00,1.326791E+03,0.000000E+00,7.527269E-02,0.000000E+00,8.338061E+03,0.000000E+00,4.729961E-01,0.000000E+00,2.908375E+04,0.000000E+00,1.649778E+00,0.000000E+00,1.321960E+03,0.000000E+00,7.507898E-02,0.000000E+00
06:30:00,3.236623E+05,0.000000E+00,1.826426E+01,0.000000E+00,4.182382E+03,0.000000E+00,2.372479E-01,0.000000E+00,5.467825E+04,0.000000E+00,3.101646E+00,0.000000E+00,5.708760E+03,0.000000E+00,3.238506E-01,0.000000E+00,3.321083E+03,0.000000E+00,1.884168E-01,0.000000E+00,1.326794E+03,0.000000E+00,7.527285E-02,0.000000E+00,8.338077E+03,0.000000E+00,4.729970E-01,0.000000E+00,2.908380E+04,0.000000E+00,1.649781E+00,0.000000E+00,1.321965E+03,0.000000E+00,7.507925E-02,0.000000E+00
06:33:00,3.236629E+05,0.000000E+00,1.826429E+01,0.000000E+00,4.182386E+03,0.000000E+00,2.372481E-01,0.000000E+00,5.467836E+04,0.000000E+00,3.101652E+00,0.000000E+00,5.708771E+03,0.000000E+00,3.238512E-01,0.000000E+00,3.321090E+03,0.000000E+00,1.884172E-01,0.000000E+00,1.326797E+03,0.000000E+00,7.527301E-02,0.000000E+00,8.338093E+03,0.000000E+00,4.729979E-01,0.000000E+00,2.908385E+04,0.000000E+00,1.649783E+00,0.000000E+00,1.321970E+03,0.000000E+00,7.507952E-02,0.000000E+00
06:36:00,3.236635E+05,0.000000E+00,1.826433E+01,0.000000E+00,4.182391E+03,0.000000E+00,2.372484E-01,0.000000E+00,5.467846E+04,0.000000E+00,3.101658E+00,0.000000E+00,5.708782E+03,0.000000E+00,3.238519E-01,0.000000E+00,3.321097E+03,0.000000E+00,1.884176E-01,0.000000E+00,1.326800E+03,0.000000E+00,7.527317E-02,0.000000E+00,8.338108E+03,0.000000E+00,4.729988E-01,0.000000E+00,2.908390E+04,0.000000E+00,1.649786E+00,0.000000E+00,1.321974E+03,0.000000E+00,7.507980E-02,0.000000E+00
06:39:00,3.236642E+05,0.000000E+00,1.826436E+01,0.000000E+00,4.182395E+03,0.000000E+00,2.372486E-01,0.000000E+00,5.467857E+04,0.000000E+00,3.101663E+00,0.000000E+00,5.708794E+03,0.000000E+00,3.238525E-01,0.000000E+00,3.321104E+03,0.000000E+00,1.884180E-01,0.000000E+00,1.326803E+03,0.000000E+00,7.527333E-02,0.000000E+00,8.338124E+03,0.000000E+00,4.729996E-01,0.000000E+00,2.908395E+04,0.000000E+00,1.649789E+00,0.000000E+00,1.321979E+03,0.000000E+00,7.508007E-02,0.000000E+00
06:42:00,3.236648E+05,0.000000E+00,1.826440E+01,0.000000E+00,4.182400E+03,0.000000E+00,2.372489E-01,0.000000E+00,5.467867E+04,0.000000E+00,3.101669E+00,0.000000E+00,5.708805E+03,0.000000E+00,3.238532E-01,0.000000E+00,3.321111E+03,0.000000E+00,1.884184E-01,0.000000E+00,1.326806E+03,0.000000E+00,7.527348E-02,0.000000E+00,8.338140E+03,0.000000E+00,4.730005E-01,0.000000E+00,2.908399E+04,0.000000E+00,1.649792E+00,0.000000E+00,1.321984E+03,0.000000E+00,7.508034E-02,0.000000E+00
06:45:00,3.236654E+05,0.000000E+00,1.826443E+01,0.000000E+00,4.182404E+03,0.000000E+00,2.372491E-01,0.000000E+00,5.467878E+04,0.000000E+00,3.101675E+00,0.000000E+00,5.708816E+03,0.000000E+00,3.238538E-01,0.000000E+00,3.321118E+03,0.000000E+00,1.884188E-01,0.000000E+00,1.326808E+03,0.000000E+00,7.527364E-02,0.000000E+00,8.338155E+03,0.000000E+00,4.730014E-01,0.000000E+00,2.908404E+04,0.000000E+00,1.649794E+00,0.000000E+00,1.321989E+03,0.000000E+00,7.508061E-02,0.000000E+00
06:48:00,3.236661E+05,0.000000E+00,1.826447E+01,0.000000E+00,4.182409E+03,0.000000E+00,2.372494E-01,0.000000E+00,5.467888E+04,0.000000E+00,3.101681E+00,0.000000E+00,5.708828E+03,0.000000E+00,3.238544E-01,0.000000E+00,3.321125E+03,0.000000E+00,1.884192E-01,0.000000E+00,1.326811E+03,0.000000E+00,7.527380E-02,0.000000E+00,8.338171E+03,0.000000E+00,4.730023E-01,0.000000E+00,2.908409E+04,0.000000E+00,1.649797E+00,0.000000E+00,1.321994E+03,0.000000E+00,7.508089E-02,0.000000E+00
06:51:00,3.236667E+05,0.000000E+00,1.826450E+01,0.000000E+00,4.182414E+03,0.000000E+00,2.372497E-01,0.000000E+00,5.467899E+04,0.000000E+00,3.101687E+00,0.000000E+00,5.708839E+03,0.000000E+00,3.238551E-01,0.000000E+00,3.321132E+03,0.000000E+00,1.884196E-01,0.000000E+00,1.326814E+03,0.000000E+00,7.527396E-02,0.000000E+00,8.338186E+03,0.000000E+00,4.730032E-01,0.000000E+00,2.908414E+04,0.000000E+00,1.649800E+00,0.000000E+00,1.321998E+03,0.000000E+00,7.508116E-02,0.000000E+00
06:54:00,3.236673E+05,0.000000E+00,1.826454E+01,0.000000E+00,4.182418E+03,0.000000E+00,2.372499E-01,0.000000E+00,5.467909E+04,0.000000E+00,3.101693E+00,0.000000E+00,5.708850E+03,0.000000E+00,3.238557E-01,0.000000E+00,3.321139E+03,0.000000E+00,1.884200E-01,0.000000E+00,1.326817E+03,0.000000E+00,7.527412E-02,0.000000E+00,8.338202E+03,0.000000E+00,4.730041E-01,0.000000E+00,2.908419E+04,0.000000E+00,1.649803E+00,0.000000E+00,1.322003E+03,0.000000E+00,7.508143E-02,0.000000E+00
